name,born,species,timeline,realness,latitude,longitude,nearest_city,country_code,backstory,fourwordsname,invisible_comments
Halle Berry,1966,sapiens,ours,authenticated,41.482222,-81.669722,"Cleveland, OH",US,Actor,robin-hartmann-ela-heck,Pantheon
Robert Koch,1843,sapiens,ours,authenticated,51.805,10.335556,Clausthal-Zellerfeld,DE,Physician,gautier-jacobi-viktor-kappe,Pantheon
Henry Kissinger,1923,sapiens,ours,authenticated,49.466667,11,Fürth,DE,Politician,lefebvre-bode-lio-niklaus,Pantheon
Herbert Marcuse,1898,sapiens,ours,authenticated,,,Berlin,DE,Philosopher,dumont-gutkowski-kenny-teichmann,Pantheon
Heraclitus,-535,sapiens,ours,authenticated,37.941111,27.341944,Ephesus,TR,Philosopher,roche-jaskolski-alina-kleinsteuber,Pantheon
Harrison Schmitt,1935,sapiens,ours,authenticated,32.803611,-108.060833,"Santa Rita, NM",US,Astronaut,menard-ryan-nicolas-vater,Pantheon
Halldór Laxness,1902,sapiens,ours,authenticated,64.133333,-21.933333,Reykjavik,IS,Writer,blanc-feeney-tim-michallek,Pantheon
Heraclius,575,sapiens,ours,authenticated,38.658333,34.853611,Cappadocia,TR,Politician,pons-walter-mehmet-kleininger,Pantheon
Henry I of Germany,876,sapiens,ours,authenticated,51.283333,11.566667,Memleben,DE,Politician,fournier-cole-thalea-michel,Pantheon
Hannibal Barca,-248,sapiens,ours,authenticated,36.858056,10.330833,Carthage,TN,Politician,chevalier-hane-frederic-hooss,Pantheon
Lhasa de Sela,1972,sapiens,ours,authenticated,42.10259,-74.4437624,"Big Indian, NY",US,Singer,leroy-becker-dustin-petzold,Pantheon
Hannibal Hamlin,1809,sapiens,ours,authenticated,44.259722,-70.500556,Paris,FR,Politician,breton-wilderman-mick-pallentin,Pantheon
Hans-Georg Gadamer,1900,sapiens,ours,authenticated,50.81,8.770833,Marburg,DE,Philosopher,le-gall-reinger-colleen-schotz,Pantheon
Hezekiah,-739,sapiens,ours,authenticated,31.783333,35.216667,Jerusalem,IL,Politician,dubois-ankunding-giada-kampschulte,Pantheon
Hernán Cortés,1485,sapiens,ours,authenticated,38.963056,-5.957778,Medellín,ES,Explorer,bernard-anderson-quentin-beck,Pantheon
Laura Branigan,1957,sapiens,ours,authenticated,41.396111,-73.615833,"Lower Hudson Valley, NY",US,Singer,fernandez-lesch-zoe-zahn,Pantheon
Humayun,1508,sapiens,ours,authenticated,34.533333,69.166667,Kabul,AF,Politician,lecomte-russel-mirko-koczulla,Pantheon
Howard Hughes,1905,sapiens,ours,authenticated,29.995,-95.265,"Humble, TX",US,Businessperson,dumont-haag-josephine-von,Pantheon
Hendrick Avercamp,1585,sapiens,ours,authenticated,52.366667,4.9,Amsterdam,NL,Painter,andre-corkery-eveline-pohl,Pantheon
Hans Baldung,1480,sapiens,ours,authenticated,48.8,9.8,Schwäbisch Gmünd,DE,Painter,poirier-tillman-luisa-gromisch,Pantheon
Henry the Navigator,1394,sapiens,ours,authenticated,41.162142,-8.621953,Porto,PT,Explorer,laurent-block-tuana-marahrens,Pantheon
Henry Purcell,1659,sapiens,ours,authenticated,51.4995,-0.1333,London,GB,Composer,henry-fritsch-naomi-welzel,Pantheon
Henry I of England,1068,sapiens,ours,authenticated,53.781789,-1.070309,Yorkshire,GB,Politician,michel-borer-leana-carlowitz,Pantheon
Henry VII of England,1457,sapiens,ours,authenticated,51.677678,-4.920694,Wales,GB,Politician,rodriguez-pagac-jella-gruber,Pantheon
Henry VIII of England,1491,sapiens,ours,authenticated,51.482222,-0.006667,Greenwhich,GB,Nobleman,olivier-osinski-maxim-breitenstein,Pantheon
Herbert Simon,1916,sapiens,ours,authenticated,43.05,-87.95,"Milwaukee, WI",US,Economist,benoit-schroeder-gustav-scherer,Pantheon
Elagabalus,203,sapiens,ours,authenticated,41.9,12.5,Rome,IT,Politician,muller-franecki-charlie-baarck,Pantheon
Henrik Ibsen,1828,sapiens,ours,authenticated,59.208056,9.552778,Skien,NO,Writer,meyer-kemmer-kevin-demut,Pantheon
Helen Keller,1880,sapiens,ours,authenticated,34.730839,-87.702854,"Tuscumbia, AL",US,Social Activist,noel-johnston-sky-grasse,Pantheon
Donald Rumsfeld,1932,sapiens,ours,authenticated,42.046389,-87.694722,"Chicago, IL",US,Politician,moulin-rolfson-alyssa-stratmann,Pantheon
Hafizullah Amin,1929,sapiens,ours,authenticated,34.583333,68.95,Paghman,AF,Politician,arnaud-lynch-lenja-engel,Pantheon
Hergé,1907,sapiens,ours,authenticated,50.833333,4.383333,Etterbeek,BE,Comic Artist,marchal-simonis-svenja-kleiss,Pantheon
Hank Aaron,1934,sapiens,ours,authenticated,30.694444,-88.043056,"Mobile, AL",US,Baseball Player,jacquet-stoltenberg-eric-herberger,Pantheon
Hunter S. Thompson,1937,sapiens,ours,authenticated,38.25,-85.766667,"Louisville, KY",US,Writer,lemaire-hoeger-elijah-meissner,Pantheon
Hammurabi,-1796,sapiens,ours,authenticated,32.536389,44.420833,Babylon,IQ,Politician,guillaume-reinger-clarissa-volker,Pantheon
Humphry Davy,1778,sapiens,ours,authenticated,50.119,-5.537,Penzance,GB,Chemist,garcia-boyer-katja-waibel,Pantheon
Huneric,450,sapiens,ours,authenticated,,,Other,UNK,Politician,perrin-glover-marlena-beushausen,Pantheon
"Harold Alexander, 1st Earl Alexander of Tunis",1891,sapiens,ours,authenticated,51.507222,-0.1275,London,GB,Military Personnel,roussel-gerhold-sara-mockenhaupt,Pantheon
Henry Moseley,1887,sapiens,ours,authenticated,50.613,-2.457,Weymouth,GB,Physicist,fournier-cole-viktoria-terheiden,Pantheon
Prince Harry of Wales,1984,sapiens,ours,authenticated,51.5172,-0.173,London,GB,Nobleman,leclerc-mc-laughlin-raik-schmitz,Pantheon
Harold Kroto,1939,sapiens,ours,authenticated,52.66416,0.16031,Wisbech,GB,Chemist,leroy-bednar-oliver-frauen,Pantheon
Isaac Asimov,1920,sapiens,ours,authenticated,53.966667,32.166667,Petrovichi,RU,Writer,blanchard-kreiger-gustav-scherer,Pantheon
İsmet İnönü,1884,sapiens,ours,authenticated,38.422,27.129,İzmir,TR,Politician,dumont-gutkowski-ivonne-faller,Pantheon
Ingmar Bergman,1918,sapiens,ours,authenticated,59.858056,17.644722,Uppsala,SE,Film Director,barbier-kuhlman-frida-thone,Pantheon
Isaac Newton,1642,sapiens,ours,authenticated,52.809863,-0.62877,Woolsthorpe-by-Colsterworth,GB,Physicist,nicolas-gibson-meike-aigner,Pantheon
Immanuel Kant,1724,sapiens,ours,authenticated,54.716667,20.516667,Kaliningrad,RU,Philosopher,perez-koch-dylan-bruder,Pantheon
Ice T,1958,sapiens,ours,authenticated,40.72422,-74.172574,"Newark, NJ",US,Musician,perez-klocko-abigail-nabow,Pantheon
Iain Banks,1954,sapiens,ours,authenticated,56.07192,-3.4393,Dunfermline,GB,Writer,leroux-leffler-charlotta-jamrozy,Pantheon
Italo Calvino,1923,sapiens,ours,authenticated,22.977778,-82.377778,Santiago de las Vegas,CU,Writer,da-silva-paucek-kerim-bultmann,Pantheon
Imhotep,-2650,sapiens,ours,authenticated,29.844722,31.250833,Memphis,EG,Architect,meunier-kihn-ismail-zahn,Pantheon
Iktinos,-450,sapiens,ours,authenticated,,,Other,UNK,Architect,louis-predovic-mayra-thriene,Pantheon
Isaiah,-800,sapiens,ours,authenticated,,,Kingdom of Judah,IL,Religious Figure,le-roux-stehr-carlos-grotke,Pantheon
I. M. Pei,1917,sapiens,ours,authenticated,23.133333,113.266667,Guangzhou,CN,Architect,mathieu-graham-tristan-kresse,Pantheon
Indira Gandhi,1917,sapiens,ours,authenticated,25.45,81.85,Allahabad,IN,Politician,lucas-kerluke-enrico-krull,Pantheon
Isaac,-3500,sapiens,ours,authenticated,,,Canaan,IL,Religious Figure,lemaire-hoeger-tim-lakomy,Pantheon
Isaac Albéniz,1860,sapiens,ours,authenticated,42.315833,2.366667,Camprodon,ES,Musician,marchal-shields-vanessa-wieser,Pantheon
Ivar Aasen,1813,sapiens,ours,authenticated,63.608056,11.051667,Åsen,NO,Writer,bonnet-davis-sascha-burmeister,Pantheon
Ibn Battuta,1304,sapiens,ours,authenticated,35.766667,-5.8,Tangier,MA,Explorer,brunet-lang-maxima-beckmann,Pantheon
Ian McKellen,1939,sapiens,ours,authenticated,53.789,-2.248,Burnley,GB,Actor,deschamps-schaefer-eric-kufahl,Pantheon
Dennis Ritchie,1941,sapiens,ours,authenticated,40.94,-73.826111,"New York, NY",US,Computer Scientist,lefebvre-bogan-leonardo-konieczny,Pantheon
Isoroku Yamamoto,1884,sapiens,ours,authenticated,37.433333,138.833333,Nagaoka,JP,Military Personnel,leroy-bednar-rayan-gehre,Pantheon
Irenaeus,130,sapiens,ours,authenticated,38.418611,27.139167,Smyrna,TR,Religious Figure,dupuis-olson-raik-biesenbach,Pantheon
Ignatius of Antioch,100,sapiens,ours,authenticated,,,Other,SY,Religious Figure,louis-predovic-henriette-crosskofp,Pantheon
Isidore of Seville,560,sapiens,ours,authenticated,37.6,-0.983333,Cartagena,ES,Philosopher,legrand-du-buque-mika-steffny,Pantheon
Isaac Bashevis Singer,1902,sapiens,ours,authenticated,52.4,20.55,Leoncin,PL,Writer,menard-satterfield-jolin-kaiser,Pantheon
John Woo,1946,sapiens,ours,authenticated,23.133333,113.266667,Guangzhou,CN,Film Director,le-roux-stamm-fabienne-jakubczyk,Pantheon
Joshua Jackson,1978,sapiens,ours,authenticated,49.25,-123.1,Vancouver,CA,Actor,menard-sanford-raik-bachmann,Pantheon
John Ray,1627,sapiens,ours,authenticated,51.8519,0.566,Black Notley,GB,Biologist,da-silva-parker-sinan-ihly,Pantheon
James Joyce,1882,sapiens,ours,authenticated,53.311667,-6.274333,Rathgar,IE,Writer,roussel-gerlach-elif-philipp,Pantheon
Jonathan Swift,1667,sapiens,ours,authenticated,53.347778,-6.259722,Dublin,IE,Writer,lambert-daugherty-colin-neubauer,Pantheon
James Cameron,1954,sapiens,ours,authenticated,49.416667,-82.433333,Kapuskasing,CA,Film Director,lemaire-hintz-madita-tudow,Pantheon
John Stuart Mill,1806,sapiens,ours,authenticated,51.535,-0.1031,Pentonville,GB,Economist,simon-bernier-franka-pogorzelski,Pantheon
James Cook,1728,sapiens,ours,authenticated,54.5406,-1.2124,Marton,GB,Explorer,leclerc-mc-glynn-judith-hepperle,Pantheon
Joseph Stalin,1878,sapiens,ours,authenticated,41.966667,44.1,Gori,GE,Politician,bernard-altenwerth-annabel-heist,Pantheon
James Spader,1960,sapiens,ours,authenticated,42.358056,-71.063611,"Boston, MA",US,Actor,perrin-goodwin-emilio-siegling,Pantheon
Johannes Kepler,1571,sapiens,ours,authenticated,48.750833,8.870556,Weil der Stadt,DE,Astronomer,charpentier-toy-rene-schlechtweg,Pantheon
John Bardeen,1908,sapiens,ours,authenticated,43.066667,-89.4,"Madison, WI",US,Physicist,denis-hilpert-ricardo-gockeritz,Pantheon
Jim Jarmusch,1953,sapiens,ours,authenticated,41.145556,-81.496667,"Cuyahoga Falls, OH",US,Film Director,morel-collier-marlon-riekmann,Pantheon
Johannes Gutenberg,1398,sapiens,ours,authenticated,50,8.266667,Mainz,DE,Inventor,martinez-donnelly-artur-malkus,Pantheon
James Brown,1933,sapiens,ours,authenticated,33.244444,-81.363333,"Barnwell, SC",US,Singer,menard-satterfield-karina-kaiser,Pantheon
Jules Verne,1828,sapiens,ours,authenticated,47.2181,-1.5528,Nantes,FR,Writer,perez-koelpin-emilian-lewke,Pantheon
Johannes Rau,1931,sapiens,ours,authenticated,51.266667,7.183333,Wuppertal,DE,Politician,pons-walsh-eileen-breu,Pantheon
Joseph Goebbels,1897,sapiens,ours,authenticated,51.166667,6.45,Rheydt,DE,Politician,petit-bayer-jette-pitschugin,Pantheon
Jorge Luis Borges,1899,sapiens,ours,authenticated,-34.603333,-58.381667,Buenos Aires,AR,Writer,riviere-rau-eva-bartels,Pantheon
Jane Austen,1775,sapiens,ours,authenticated,51.2303,-1.2189,Steventon,GB,Writer,carpentier-schmidt-svenja-taufratshofer,Pantheon
John Hancock,1737,sapiens,ours,authenticated,42.206,-71.005,"Boston, MA",US,Politician,barbier-kulas-ege-preuk,Pantheon
Joseph Conrad,1857,sapiens,ours,authenticated,49.9,28.566667,Berdychiv,UA,Writer,laurent-blick-melis-tepper,Pantheon
John Updike,1932,sapiens,ours,authenticated,40.341667,-75.926389,"Reading, PA",US,Writer,dufour-kovacek-arthur-abraham,Pantheon
Edward Jenner,1749,sapiens,ours,authenticated,51.691,-2.459,Berkeley,GB,Physician,schmitt-leannon-anja-von,Pantheon
Joshua Reynolds,1723,sapiens,ours,authenticated,50.386,-4.051,Plympton,GB,Painter,poirier-tillman-rayan-wenk,Pantheon
Joseph Schumpeter,1883,sapiens,ours,authenticated,49.293056,15.484444,Třešť,CZ,Economist,lopez-hackett-amelia-schuldt,Pantheon
John Lee Hooker,1917,sapiens,ours,authenticated,34.197778,-90.571944,"Clarksdale, MS",US,Singer,barbier-kuhn-niclas-ziegler,Pantheon
Jean Cocteau,1889,sapiens,ours,authenticated,48.9469,2.1456,Maisons-Laffitte,FR,Writer,aubert-mayert-jason-hoppe,Pantheon
John Donne,1572,sapiens,ours,authenticated,51.507222,-0.1275,London,GB,Writer,roy-johns-andrew-spelmeyer,Pantheon
John Lennon,1940,sapiens,ours,authenticated,53.4,-3,Liverpool,GB,Musician,remy-williamson-aliya-schilling,Pantheon
John Cleese,1939,sapiens,ours,authenticated,51.346,-2.977,Weston-super-Mare,GB,Actor,lambert-daniel-marisa-ritosek,Pantheon
J. R. R. Tolkien,1892,sapiens,ours,authenticated,-29.116667,26.216667,Bloemfontein,ZA,Writer,leclercq-oberbrunner-nils-nitzsche,Pantheon
Percival Lowell,1855,sapiens,ours,authenticated,42.358056,-71.063611,"Boston, MA",US,Astronomer,blanchard-krajcik-joshua-haverney,Pantheon
John Major,1943,sapiens,ours,authenticated,51.3652,-0.1676,Carshalton,GB,Politician,richard-barton-dario-lieder,Pantheon
John A. Macdonald,1815,sapiens,ours,authenticated,55.858,-4.259,Glasgow,GB,Politician,fleury-sawayn-davin-gross,Pantheon
John Diefenbaker,1895,sapiens,ours,authenticated,44.08,-81,Neustadt,CA,Politician,meyer-keeling-joseph-ahrens,Pantheon
Frank Abagnale,1948,sapiens,ours,authenticated,40.94,-73.826111,"New York, NY",US,Mafioso,arnaud-lynch-eddy-bak,Pantheon
John Wilkes Booth,1838,sapiens,ours,authenticated,39.536667,-76.348333,"Bel Air, MD",US,Extremist,brunet-langosh-lennert-dies,Pantheon
Dan Quayle,1947,sapiens,ours,authenticated,39.791,-86.148,"Indianapolis, IN",US,Politician,lefevre-cronin-christoph-lauckner,Pantheon
Julius Caesar,-100,sapiens,ours,authenticated,41.9,12.5,Rome,IT,Politician,fernandez-leuschke-christiano-fuchs,Pantheon
J. G. Ballard,1930,sapiens,ours,authenticated,,,Shanghai,CN,Writer,girard-considine-maxi-honig,Pantheon
John Calvin,1509,sapiens,ours,authenticated,49.5817,2.9997,Noyon,FR,Religious Figure,da-silva-parker-hussein-bickel,Pantheon
Judit Polgár,1976,sapiens,ours,authenticated,47.4925,19.051389,Budapest,HU,Chessmaster,lacroix-o-conner-azra-tschiers,Pantheon
Jean-Jacques Rousseau,1712,sapiens,ours,authenticated,46.2,6.15,Geneva,CH,Philosopher,morin-gottlieb-lenya-sutschet,Pantheon
John von Neumann,1903,sapiens,ours,authenticated,47.4925,19.051389,Budapest,HU,Mathematician,fernandez-lindgren-tim-thranhardt,Pantheon
James Madison,1751,sapiens,ours,authenticated,38.177222,-77.186111,"Port Conway, VA",US,Politician,fournier-champlin-hassan-herzenberg,Pantheon
James Hutton,1726,sapiens,ours,authenticated,55.953056,-3.188889,Edinburgh,GB,Geologist,chevalier-hansen-jermaine-riediger,Pantheon
Jerry Lewis,1926,sapiens,ours,authenticated,40.72422,-74.172574,"Newark, NJ",US,Actor,joly-huel-stefan-klabuhn,Pantheon
James Monroe,1758,sapiens,ours,authenticated,38.2398519,-76.9921947,"Monroe Hall, VA",US,Politician,andre-corkery-ana-hartwig,Pantheon
James K. Polk,1795,sapiens,ours,authenticated,35.085737,-80.888167,"Pineville, NC",US,Politician,remy-will-mio-bork,Pantheon
Jimmy Carter,1924,sapiens,ours,authenticated,32.033611,-84.393333,"Plains, GA",US,Politician,lefevre-cronin-lia-kiessling,Pantheon
John Napier,1550,sapiens,ours,authenticated,55.933333,-3.213889,Merchiston Tower,GB,Mathematician,francois-dibbert-kimberley-jellinghaus,Pantheon
Jerome,347,sapiens,ours,authenticated,46.5,16.283333,Štrigova,HR,Religious Figure,fournier-christiansen-sahra-drews,Pantheon
John Irving,1942,sapiens,ours,authenticated,42.981389,-70.947778,"Exeter, NH",US,Writer,huet-turner-arthur-holl,Pantheon
Justus von Liebig,1803,sapiens,ours,authenticated,49.866667,8.65,Darmstadt,DE,Chemist,aubert-mayert-nelli-buder,Pantheon
J. K. Rowling,1965,sapiens,ours,authenticated,51.5402,-2.410989,Yate,GB,Writer,pierre-little-philipp-stratmann,Pantheon
Jan Hus,1372,sapiens,ours,authenticated,49.053056,13.985,Husinec,CZ,Social Activist,michel-bosco-milena-platzer,Pantheon
J. Edgar Hoover,1895,sapiens,ours,authenticated,,,"Washington, D.C.",US,Lawyer,perez-koch-janin-feld,Pantheon
Herman Hollerith,1860,sapiens,ours,authenticated,42.904722,-78.849444,"Buffalo, NY",US,Inventor,baron-vandervort-wibke-uhrig,Pantheon
Johann Bayer,1572,sapiens,ours,authenticated,48.683333,10.916667,Rain,DE,Astronomer,poirier-tillman-lara-mebold,Pantheon
David Boreanaz,1969,sapiens,ours,authenticated,42.904722,-78.849444,"Buffalo, NY",US,Actor,lefebvre-boehm-niclas-kolb,Pantheon
Juan Gris,1887,sapiens,ours,authenticated,40.4,-3.683333,Madrid,ES,Painter,perez-koch-aileen-ochs,Pantheon
Joseph Haydn,1732,sapiens,ours,authenticated,48.066667,16.85,Rohrau,AT,Composer,julien-schmidt-noel-golling,Pantheon
Jimi Hendrix,1942,sapiens,ours,authenticated,47.609722,-122.333056,"Seattle, WA",US,Musician,le-gall-reilly-niclas-lubina,Pantheon
Johann Elert Bode,1747,sapiens,ours,authenticated,53.565278,10.001389,Hamburg,DE,Astronomer,prevost-terry-leif-dauth,Pantheon
John Wayne,1907,sapiens,ours,authenticated,41.335833,-94.013889,"Winterset, IA",US,Actor,gautier-jacobi-aaliyah-finke,Pantheon
Ralph Waldo Emerson,1803,sapiens,ours,authenticated,42.358056,-71.063611,"Boston, MA",US,Writer,garcia-botsford-isabel-lauckner,Pantheon
Jehoshaphat,-896,sapiens,ours,authenticated,,,Jerusalem,IL,Religious Figure,huet-turner-levin-burger,Pantheon
Joshua,-1550,sapiens,ours,authenticated,,,Other,EG,Religious Figure,noel-kautzer-amelia-sporrer,Pantheon
Jeroboam,-950,sapiens,ours,authenticated,,,United Monarchy,IL,Politician,hubert-pollich-eric-jurgens,Pantheon
John the Baptist,-5,sapiens,ours,authenticated,,,Jerusalem,IL,Religious Figure,dufour-kozey-henrik-gatzka,Pantheon
Jefferson Davis,1808,sapiens,ours,authenticated,36.843333,-87.303889,"Fairview, KY",US,Politician,louis-price-bjarne-menne,Pantheon
James Watt,1736,sapiens,ours,authenticated,55.94957,-4.76415,Greenock,GB,Inventor,giraud-mc-clure-thalia-sack,Pantheon
John Locke,1632,sapiens,ours,authenticated,51.3617,-2.7606,Wrington,GB,Philosopher,robin-harber-adrian-muckenthaler,Pantheon
Jacques Lacan,1901,sapiens,ours,authenticated,48.8567,2.3508,Paris,FR,Psychologist,riviere-rau-janek-mayer,Pantheon
John James Richard Macleod,1876,sapiens,ours,authenticated,56.577645,-3.451953,Clunie,GB,Chemist,gonzalez-roob-eleonora-eggenmueller,Pantheon
John Roberts,1955,sapiens,ours,authenticated,42.904722,-78.849444,"Buffalo, NY",US,Judge,robert-balistreri-dario-poge,Pantheon
John Dewey,1859,sapiens,ours,authenticated,44.475833,-73.211944,"Burlington, VT",US,Psychologist,philippe-nicolas-miray-wolfarth,Pantheon
Jackie Robinson,1919,sapiens,ours,authenticated,30.883333,-84.216667,"Cairo, GA",US,Baseball Player,guillaume-renner-josefine-muckenthaler,Pantheon
Justinian I,483,sapiens,ours,authenticated,,,Tauresium,MK,Politician,muller-fisher-tara-herold,Pantheon
John Milton,1608,sapiens,ours,authenticated,51.5141,-0.0937,Cheapside,GB,Writer,lecomte-runolfsson-alexandra-schuri,Pantheon
Jeffrey Dahmer,1960,sapiens,ours,authenticated,43.008056,-88.018333,"West Allis, WI",US,Extremist,mercier-cronin-luka-siewert,Pantheon
Jonah,-800,sapiens,ours,authenticated,,,Gath-Helper,IL,Religious Figure,bernard-altenwerth-arda-kelm,Pantheon
Jim Henson,1936,sapiens,ours,authenticated,33.398611,-91.048333,"Greenville, MS",US,Film Director,carpentier-schinner-samira-kempe,Pantheon
Jordanes,500,sapiens,ours,authenticated,,,Other,UNK,Writer,lopez-hackett-alma-volkmann,Pantheon
Jawaharlal Nehru,1889,sapiens,ours,authenticated,25.45,81.85,Allahabad,IN,Politician,remy-williamson-lennox-rittweg,Pantheon
Janis Joplin,1943,sapiens,ours,authenticated,29.885,-93.94,"Port Arthur, TX",US,Singer,blanc-feest-milana-bauer,Pantheon
Jacques-Yves Cousteau,1910,sapiens,ours,authenticated,44.9956,-0.4447,Saint-André-de-Cubzac,FR,Explorer,perez-koch-nikolai-kisabaka,Pantheon
James Stewart,1908,sapiens,ours,authenticated,40.616667,-79.15,"Indiana, PA",US,Actor,dumas-labadie-abdul-bruggmann,Pantheon
Edgar Rice Burroughs,1875,sapiens,ours,authenticated,41.836944,-87.684722,"Chicago, IL",US,Writer,leclerc-mc-laughlin-klemens-wollmann,Pantheon
James Randi,1928,sapiens,ours,authenticated,43.7,-79.4,Toronto,CA,Magician,remy-wilkinson-marko-matthes,Pantheon
Jürgen Habermas,1929,sapiens,ours,authenticated,51.233333,6.783333,Düsseldorf,DE,Philosopher,renault-stiedemann-maya-olbrich,Pantheon
Francis Fukuyama,1952,sapiens,ours,authenticated,41.8,-87.59,"Chicago, IL",US,Political Scientist,arnaud-lynch-timo-humbert,Pantheon
Jahangir,1569,sapiens,ours,authenticated,27.091,77.661,Fatehpur Sikri,IN,Politician,perez-koch-taylor-plauk,Pantheon
Julian the Apostate,330,sapiens,ours,authenticated,41.01224,28.976018,Istanbul,TR,Politician,garcia-boyle-maximilian-mathes,Pantheon
Jackson Pollock,1912,sapiens,ours,authenticated,44.523333,-109.057222,"Cody, WY",US,Painter,breton-wilderman-mira-schlangen,Pantheon
Jet Li,1963,sapiens,ours,authenticated,39.916667,116.383333,Beijing,CN,Actor,picard-mueller-sinja-tiedtke,Pantheon
